Date,Open,High,Low,Close,Adj Close,Volume
2018-07-24,30.110001,30.290001,29.740000,30.100000,29.660778,421700
2018-07-25,30.309999,30.700001,28.680000,28.680000,28.261499,1959900
2018-07-26,28.730000,28.969999,27.299999,27.510000,27.108574,1362700
2018-07-27,27.740000,28.209999,27.330000,28.209999,27.798357,599500
2018-07-30,28.180000,28.200001,27.250000,27.450001,27.049450,920400
2018-07-31,27.740000,28.190001,27.100000,28.160000,27.749088,1292100
2018-08-01,27.809999,28.690001,27.799999,28.690001,28.271355,268800
2018-08-02,28.420000,28.940001,28.420000,28.940001,28.517706,190800
2018-08-03,28.940001,28.940001,28.520000,28.650000,28.231937,513700
2018-08-06,28.469999,28.530001,27.700001,27.770000,27.364779,727900
2018-08-07,27.750000,27.799999,27.020000,27.020000,26.625723,638600
2018-08-08,27.240000,27.400000,26.330000,26.900000,26.507473,810400
2018-08-09,26.700001,27.020000,26.240000,26.959999,26.566599,1638800
2018-08-10,27.020000,27.440001,26.690001,26.930000,26.537035,530100
2018-08-13,26.950001,27.350000,26.549999,27.000000,26.606014,481200
2018-08-14,26.790001,26.790001,25.420000,26.450001,26.064041,1574800
2018-08-15,26.299999,26.520000,26.000000,26.000000,25.620607,2107100
2018-08-16,26.059999,26.170000,24.820000,25.100000,24.733740,4953000
2018-08-17,24.910000,24.910000,24.000000,24.400000,24.043953,6415400
2018-08-20,24.570000,24.930000,24.500000,24.700001,24.339579,1277300
2018-08-21,24.459999,24.780001,24.010000,24.450001,24.093225,4153000
2018-08-22,24.230000,25.160000,24.230000,25.100000,24.733740,1555400
2018-08-23,24.780001,25.379999,24.549999,25.049999,24.684467,379700
2018-08-24,25.299999,25.799999,25.000000,25.709999,25.334839,492600
2018-08-27,25.709999,26.100000,25.150000,25.959999,25.581190,955500
2018-08-28,25.920000,26.000000,25.230000,25.690001,25.315130,895200
2018-08-29,25.840000,26.000000,25.080000,25.410000,25.039217,486600
2018-08-30,25.330000,25.900000,25.059999,25.900000,25.522064,619400
2018-08-31,25.990000,26.120001,25.580000,25.889999,25.512213,885600
2018-09-03,25.870001,25.969999,25.260000,25.490000,25.118048,477600
2018-09-04,25.400000,25.410000,24.540001,24.940001,24.576077,588600
2018-09-05,24.889999,25.830000,24.860001,25.010000,24.645052,286200
2018-09-06,25.320000,26.129999,24.400000,25.340000,24.970238,417300
2018-09-10,25.830000,26.200001,25.410000,25.780001,25.403818,472200
2018-09-11,25.420000,25.670000,25.080000,25.080000,24.714031,752000
2018-09-12,25.000000,25.490000,24.360001,24.910000,24.546513,400000
2018-09-13,25.190001,25.219999,24.049999,24.450001,24.093225,751100
2018-09-14,24.230000,24.680000,23.799999,23.830000,23.482273,808400
2018-09-17,23.910000,25.290001,23.830000,25.090000,24.723885,343000
2018-09-18,25.459999,25.730000,25.139999,25.440001,25.068781,584300
2018-09-19,25.120001,25.500000,23.480000,23.480000,23.137377,1530800
2018-09-20,23.700001,23.760000,22.410000,23.299999,22.960003,3770900
2018-09-21,23.200001,24.299999,23.180000,23.680000,23.334461,879500
2018-09-24,23.680000,23.730000,22.320000,22.350000,22.023869,2494400
2018-09-25,22.010000,22.950001,21.040001,21.820000,21.501600,1888300
2018-09-26,21.830000,22.700001,21.559999,22.200001,21.876059,1408200
2018-09-27,22.360001,23.850000,22.219999,23.420000,23.078255,1816200
2018-09-28,23.420000,24.360001,22.990000,24.000000,23.649792,1837200
2018-10-01,23.969999,23.969999,23.360001,23.600000,23.255629,1156400
2018-10-02,23.629999,23.990000,23.209999,23.610001,23.265482,1174200
2018-10-03,24.100000,25.129999,23.590000,24.049999,23.699062,1390400
2018-10-04,24.090000,24.629999,23.120001,24.000000,23.649792,605100
2018-10-05,24.450001,24.450001,23.000000,23.309999,22.969858,1093700
2018-10-08,23.510000,24.209999,23.510000,23.750000,23.403437,2091600
2018-10-09,23.889999,24.500000,23.309999,23.309999,22.969858,1300800
2018-10-10,23.000000,24.490000,22.959999,23.610001,23.265482,449500
2018-10-11,23.590000,24.459999,23.430000,24.200001,23.846874,776500
2018-10-15,24.440001,24.889999,22.799999,24.600000,24.241035,1561300
2018-10-16,24.580000,25.900000,24.360001,25.209999,24.842134,1453600
2018-10-17,25.020000,25.910000,25.020000,25.580000,25.206734,1561800
2018-10-18,25.580000,26.219999,25.570000,25.799999,25.423525,758200
2018-10-19,25.820000,26.090000,24.840000,25.250000,24.881552,594600
2018-10-22,25.450001,26.139999,25.400000,25.490000,25.118048,938300
2018-10-23,25.540001,26.000000,25.320000,25.760000,25.384108,733100
2018-10-24,25.700001,25.700001,25.350000,25.400000,25.029360,1242900
2018-10-25,25.459999,25.950001,24.959999,25.950001,25.571337,1487900
2018-10-26,25.990000,26.639999,25.049999,25.600000,25.226444,1638600
2018-10-29,26.080000,26.100000,25.670000,25.780001,25.403818,564000
2018-10-30,25.830000,26.000000,25.150000,25.459999,25.088486,3920900
2018-10-31,25.840000,26.160000,25.219999,25.480000,25.108194,2590500
2018-11-01,25.830000,26.660000,25.320000,25.730000,25.354546,868300
2018-11-05,25.889999,26.240000,25.260000,26.080000,25.699438,947800
2018-11-06,26.010000,26.280001,25.309999,25.650000,25.275715,732100
2018-11-07,25.799999,26.990000,25.799999,26.400000,26.014769,1127500
2018-11-08,26.389999,27.059999,26.000000,26.400000,26.014769,736600
2018-11-09,26.400000,27.000000,25.680000,26.200001,25.817690,1270400
2018-11-12,26.299999,26.559999,25.879999,26.219999,25.837395,431800
2018-11-13,26.379999,26.580000,25.580000,25.700001,25.324986,1913700
2018-11-14,25.620001,27.430000,24.250000,27.100000,26.704556,4826100
2018-11-16,26.910000,28.500000,26.910000,27.690001,27.285946,1956900
2018-11-19,27.540001,27.840000,27.240000,27.400000,27.000177,475600
2018-11-21,26.990000,27.860001,26.680000,27.250000,26.852367,2756400
2018-11-22,27.160000,27.400000,26.559999,27.000000,26.606014,611500
2018-11-23,26.850000,27.150000,26.400000,27.150000,26.753824,1116300
2018-11-26,27.410000,27.430000,26.030001,26.889999,26.497620,757100
2018-11-27,26.730000,28.200001,26.059999,27.860001,27.453468,1309200
2018-11-28,27.719999,29.440001,27.500000,28.860001,28.438873,1288500
2018-11-29,28.790001,29.260000,28.440001,28.740000,28.320623,696100
2018-11-30,28.760000,28.770000,28.110001,28.309999,27.896898,1393800
2018-12-03,28.440001,29.120001,28.270000,28.850000,28.429020,941600
2018-12-04,28.900000,29.570000,28.200001,28.620001,28.202377,623800
2018-12-05,28.620001,29.500000,28.379999,29.400000,28.970993,594700
2018-12-06,29.110001,29.180000,28.639999,29.000000,28.576830,812600
2018-12-07,29.219999,29.400000,28.059999,28.770000,28.350185,1457500
2018-12-10,28.790001,28.920000,28.360001,28.500000,28.084126,941200
2018-12-11,28.500000,28.809999,28.389999,28.639999,28.222084,829600
2018-12-12,28.870001,29.459999,28.809999,29.230000,28.803474,730400
2018-12-13,29.290001,30.309999,29.020000,29.629999,29.197636,1460400
2018-12-14,29.629999,30.150000,29.299999,29.500000,29.069534,860900
2018-12-17,29.330000,29.340000,28.600000,28.820000,28.578018,617100
2018-12-18,28.830000,29.570000,28.730000,29.299999,29.053986,1161400
2018-12-19,29.360001,30.730000,29.280001,30.430000,30.174500,1154600
2018-12-20,30.290001,31.580000,29.590000,30.200001,29.946430,2926500
2018-12-21,30.600000,30.600000,29.209999,29.860001,29.609287,6161100
2018-12-26,29.820000,31.450001,29.309999,30.740000,30.481895,1188900
2018-12-27,31.000000,31.000000,30.320000,30.750000,30.491814,1031600
2018-12-28,30.990000,31.250000,30.530001,31.200001,30.938036,1748400
2019-01-02,31.290001,31.959999,30.639999,31.100000,30.838875,1293100
2019-01-03,31.059999,31.059999,30.389999,30.389999,30.134834,925000
2019-01-04,30.480000,31.000000,30.090000,30.500000,30.243914,1755900
2019-01-07,30.500000,31.100000,30.500000,30.959999,30.700048,1410400
2019-01-08,30.950001,30.950001,30.320000,30.500000,30.243914,820900
2019-01-09,30.440001,31.190001,30.440001,31.000000,30.739714,677500
2019-01-10,30.910000,32.180000,30.910000,31.690001,31.423922,730400
2019-01-11,31.350000,31.570000,30.830000,31.340000,31.076860,849400
2019-01-14,31.540001,32.709999,31.469999,32.110001,31.840395,1435500
2019-01-15,32.130001,33.680000,31.469999,31.700001,31.433838,2208800
2019-01-16,31.860001,33.950001,31.809999,33.400002,33.119564,3395000
2019-01-17,33.520000,33.939999,33.220001,33.680000,33.397213,940800
2019-01-18,33.820000,34.700001,33.500000,34.200001,33.912846,1426800
2019-01-21,34.200001,34.730000,33.330002,34.400002,34.111168,780900
2019-01-22,34.529999,34.529999,33.650002,34.020000,33.734356,708700
2019-01-23,33.790001,34.290001,33.310001,33.669998,33.387295,721100
2019-01-24,33.669998,34.259998,32.930000,33.330002,33.050152,1116800
2019-01-28,33.270000,33.270000,32.560001,33.000000,32.722919,791800
2019-01-29,33.080002,33.250000,32.820000,33.020000,32.742752,556000
2019-01-30,33.009998,33.500000,32.740002,33.500000,33.218723,1342600
2019-01-31,33.860001,35.480000,33.660000,34.240002,33.952511,1514400
2019-02-01,34.340000,34.459999,33.540001,34.000000,33.714523,450200
2019-02-04,34.180000,34.700001,33.779999,34.020000,33.734356,948800
2019-02-05,34.020000,34.560001,31.850000,33.500000,33.218723,2911000
2019-02-06,33.400002,33.779999,32.599998,33.070000,32.792336,1782600
2019-02-07,32.980000,33.459999,32.340000,32.950001,32.673344,1489000
2019-02-08,32.860001,33.430000,32.500000,32.970001,32.693176,631500
2019-02-11,32.950001,33.480000,32.610001,33.299999,33.020401,1205900
2019-02-12,33.320000,33.810001,32.840000,33.099998,32.822079,905700
2019-02-13,33.000000,33.889999,32.669998,33.500000,33.218723,1344100
2019-02-14,33.389999,33.599998,32.759998,33.130001,32.851830,1387300
2019-02-15,33.119999,33.959999,33.119999,33.730000,33.446789,473300
2019-02-18,33.369999,34.000000,33.130001,34.000000,33.714523,464400
2019-02-19,34.009998,34.270000,33.340000,33.400002,33.119564,646800
2019-02-20,33.549999,33.650002,32.410000,33.000000,32.722919,1850200
2019-02-21,33.009998,33.119999,32.250000,32.500000,32.227119,1626300
2019-02-22,32.520000,32.529999,31.510000,31.510000,31.245432,1544600
2019-02-25,31.780001,32.950001,31.299999,32.369999,32.098209,1213700
2019-02-26,32.430000,33.000000,31.680000,32.279999,32.008965,996400
2019-02-27,32.279999,32.790001,32.049999,32.470001,32.197372,1341800
2019-02-28,32.470001,32.730000,32.150002,32.590000,32.316364,1788500
2019-03-01,32.330002,32.799999,32.099998,32.380001,32.108128,979900
2019-03-06,32.270000,32.779999,31.879999,32.490002,32.217205,741600
2019-03-07,32.480000,32.650002,32.200001,32.610001,32.336197,1116300
2019-03-08,32.470001,32.830002,32.450001,32.790001,32.514687,637400
2019-03-11,33.000000,33.090000,32.639999,33.020000,32.742752,1601500
2019-03-12,32.860001,33.419998,32.349998,33.000000,32.722919,827000
2019-03-13,33.060001,33.110001,32.369999,32.500000,32.227119,1277500
2019-03-14,32.189999,32.189999,30.750000,30.900000,30.640554,6976000
2019-03-15,30.900000,31.270000,30.170000,30.299999,30.045591,2783400
2019-03-18,30.299999,30.309999,28.450001,29.400000,29.153147,7667000
2019-03-19,29.299999,30.340000,29.299999,30.340000,30.085255,4355000
2019-03-20,30.520000,30.520000,29.820000,30.080000,29.827438,3539900
2019-03-21,30.290001,30.290001,29.730000,29.990000,29.738194,1363600
2019-03-22,29.840000,29.840000,29.370001,29.799999,29.549788,771800
2019-03-25,29.450001,29.740000,29.110001,29.700001,29.450628,1354000
2019-03-26,29.930000,30.410000,29.440001,30.389999,30.134834,2651800
2019-03-27,30.299999,30.299999,29.350000,29.480000,29.232475,2074000
2019-03-28,29.299999,30.549999,29.040001,30.549999,30.293491,1674200
2019-03-29,30.799999,31.150000,30.090000,30.760000,30.501730,1139000
2019-04-01,30.920000,31.090000,30.510000,30.840000,30.581057,1028200
2019-04-02,31.100000,31.190001,30.500000,31.110001,30.848791,794400
2019-04-03,31.459999,31.480000,30.160000,30.160000,29.906767,1114500
2019-04-04,30.400000,30.559999,29.020000,29.299999,29.053986,2333400
2019-04-05,29.549999,29.840000,28.650000,28.750000,28.508606,2021600
2019-04-08,28.850000,29.139999,27.910000,28.000000,27.764902,1858200
2019-04-09,27.900000,28.520000,27.450001,28.100000,27.864063,1606900
2019-04-10,28.379999,28.580000,27.690001,28.299999,28.062384,1368700
2019-04-11,28.430000,28.709999,27.959999,28.620001,28.379698,1209400
2019-04-12,28.620001,28.750000,27.940001,28.070000,27.834314,1030100
2019-04-15,28.100000,28.629999,28.020000,28.490000,28.250788,632700
2019-04-16,28.200001,28.639999,28.020000,28.360001,28.121880,645900
2019-04-17,28.570000,28.580000,27.639999,28.049999,27.814482,869300
2019-04-18,27.889999,28.650000,27.719999,28.500000,28.260704,956300
2019-04-22,28.330000,29.270000,27.930000,28.700001,28.459026,1385000
2019-04-23,28.799999,29.320000,28.459999,29.150000,29.028292,1312800
2019-04-24,29.150000,29.420000,28.740000,29.230000,29.107958,1085700
2019-04-25,29.400000,29.920000,28.680000,29.700001,29.575996,1459900
2019-04-26,29.540001,29.620001,29.110001,29.549999,29.426620,561700
2019-04-29,29.690001,30.040001,29.280001,29.600000,29.476414,1068500
2019-04-30,29.320000,30.500000,29.320000,30.260000,30.133657,955100
2019-05-02,29.950001,30.549999,29.950001,30.350000,30.223282,1245500
2019-05-03,30.040001,30.709999,30.040001,30.480000,30.352737,745200
2019-05-06,29.950001,30.780001,29.799999,30.590000,30.462280,619700
2019-05-07,30.690001,32.990002,30.230000,32.750000,32.613262,9632800
2019-05-08,34.000000,35.290001,33.410000,34.580002,34.435623,5694500
2019-05-09,34.290001,35.939999,33.709999,35.549999,35.401569,2344600
2019-05-10,35.549999,35.549999,34.240002,35.000000,34.853867,1321200
2019-05-13,34.590000,34.799999,34.020000,34.799999,34.654701,770900
2019-05-14,34.689999,35.279999,34.400002,34.810001,34.664661,1567700
2019-05-15,34.330002,35.250000,34.099998,35.000000,34.853867,986600
2019-05-16,35.000000,35.029999,34.660000,34.660000,34.515285,1751500
2019-05-17,34.779999,34.990002,34.310001,34.790001,34.644745,1083700
2019-05-20,35.000000,35.779999,35.000000,35.500000,35.351780,1792800
2019-05-21,35.750000,37.110001,35.750000,36.610001,36.457146,1664400
2019-05-22,36.599998,37.270000,36.450001,36.980000,36.825600,1746200
2019-05-23,36.939999,38.000000,36.889999,37.500000,37.343430,1349900
2019-05-24,37.570000,37.810001,37.150002,37.299999,37.144264,882000
2019-05-27,37.180000,37.750000,37.060001,37.150002,36.994892,231200
2019-05-28,37.360001,37.529999,36.180000,36.930000,36.775810,1206700
2019-05-29,36.919998,37.200001,36.610001,37.139999,36.984932,2176600
2019-05-30,37.139999,37.720001,36.389999,36.389999,36.238064,1358900
2019-05-31,36.290001,37.310001,36.099998,36.779999,36.626434,1513200
2019-06-03,36.759998,37.419998,36.700001,37.119999,36.965015,882000
2019-06-04,37.029999,37.500000,36.209999,36.209999,36.058815,851600
2019-06-05,36.029999,37.110001,35.950001,36.790001,36.636395,693100
2019-06-06,37.000000,37.060001,36.509998,36.740002,36.586601,681900
2019-06-07,36.900002,37.389999,36.799999,37.369999,37.213970,612800
2019-06-10,37.799999,40.340000,37.799999,38.650002,38.488628,1757500
2019-06-11,39.349998,39.419998,37.500000,37.500000,37.343430,1266100
2019-06-12,37.759998,37.759998,36.759998,36.799999,36.646351,1146800
2019-06-13,36.799999,38.849998,36.799999,38.470001,38.309380,2535900
2019-06-14,38.299999,38.570000,37.419998,37.820000,37.662090,1682000
2019-06-17,38.230000,38.230000,36.849998,37.189999,37.034721,1444100
2019-06-18,37.490002,38.240002,37.169998,38.000000,37.841339,1749400
2019-06-19,37.959999,38.980000,37.709999,38.980000,38.817249,1325200
2019-06-21,38.990002,39.360001,38.700001,39.349998,39.185703,856700
2019-06-24,39.400002,39.700001,38.869999,39.369999,39.205620,946900
2019-06-25,39.389999,39.570000,38.459999,38.680000,38.518501,1444300
2019-06-26,39.099998,39.099998,38.070000,38.220001,38.060425,1007500
2019-06-27,38.310001,38.950001,38.150002,38.950001,38.787376,830100
2019-06-28,38.880001,39.750000,38.560001,39.430000,39.265369,1852800
2019-07-01,39.549999,39.549999,38.540001,38.540001,38.379086,1308200
2019-07-02,38.509998,38.900002,37.209999,37.209999,37.054638,1612600
2019-07-03,37.250000,37.299999,36.110001,37.000000,37.000000,5072700
2019-07-04,37.000000,38.389999,36.810001,38.389999,38.389999,1238600
2019-07-05,38.380001,39.540001,37.990002,39.540001,39.540001,866600
2019-07-08,39.529999,41.340000,38.830002,41.020000,41.020000,1261800
2019-07-10,41.020000,43.080002,41.020000,43.080002,43.080002,1587500
2019-07-11,43.799999,43.799999,41.419998,41.439999,41.439999,1982100
2019-07-12,41.790001,42.349998,41.290001,41.990002,41.990002,1088800
2019-07-15,42.049999,42.639999,39.880001,40.900002,40.900002,3331100
2019-07-16,40.900002,41.799999,40.529999,41.770000,41.770000,1134900
2019-07-17,41.709999,43.049999,41.299999,42.599998,42.599998,1331900
2019-07-18,42.990002,43.700001,42.900002,43.700001,43.700001,1217900
2019-07-19,43.720001,44.540001,42.730000,42.730000,42.730000,2049100
2019-07-22,42.509998,43.430000,42.419998,42.880001,42.880001,489700
2019-07-23,42.889999,43.000000,41.599998,42.080002,42.080002,1586100
2019-07-24,42.040001,44.360001,42.040001,43.360001,43.360001,2365800
2019-07-25,43.509998,44.189999,42.410000,42.549999,42.549999,9745700
2019-07-26,42.799999,43.040001,42.080002,42.279999,42.279999,4755800
2019-07-29,42.599998,42.689999,42.060001,42.400002,42.400002,2124400
2019-07-30,42.470001,42.520000,41.820000,41.849998,41.849998,3196500
2019-07-31,42.250000,42.450001,40.759998,41.799999,41.799999,3565700
2019-08-01,41.939999,42.590000,40.980000,41.270000,41.270000,2687000
2019-08-02,41.270000,41.990002,41.200001,41.750000,41.750000,1359700
